b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013,col,row
0.0,0.0,0.8571428571428571,0.0,0.8661971830985915,1.0,0.8561151079136691,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.8571428571428571,0.0,0.8591549295774648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.85,0.0,0.8873239436619719,0.9513888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.8802816901408451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.8309859154929577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.8380281690140845,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.8380281690140845,0.9652777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.8380281690140845,0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.8450704225352113,0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.8450704225352113,0.9791666666666666,0.8920863309352518,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.8776978417266187,0.8169014084507042,1.0,0.8920863309352518,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.8776978417266187,0.8450704225352113,1.0,0.8920863309352518,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.8776978417266187,0.8450704225352113,0.9652777777777778,0.8920863309352518,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.8776978417266187,0.0,0.9236111111111112,0.8705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.8848920863309353,0.0,0.8819444444444444,0.9136690647482014,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.8848920863309353,0.0,0.8819444444444444,0.9136690647482014,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.8776978417266187,0.0,0.8819444444444444,0.8705035971223022,0.8714285714285714,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.8776978417266187,0.0,0.9027777777777778,0.9424460431654677,0.8714285714285714,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.8768115942028986,0.0,0.0,0.0,0.8958333333333334,0.9424460431654677,0.8714285714285714,0.0,0.0,0.0,0.0,0.0,-1,-1
0.8686131386861314,0.8768115942028986,0.0,0.0,0.8169014084507042,0.0,0.9424460431654677,0.8714285714285714,0.0,0.0,0.0,0.0,0.0,-1,-1
0.8686131386861314,0.8768115942028986,0.0,0.0,0.8169014084507042,0.0,0.9424460431654677,0.8857142857142857,0.0,0.0,0.0,0.0,0.0,-1,-1
0.8686131386861314,0.8768115942028986,0.0,0.0,0.8169014084507042,0.8541666666666666,0.8848920863309353,0.8857142857142857,0.0,0.0,0.0,0.0,0.0,-1,-1
0.8686131386861314,0.8623188405797102,0.0,0.8633093525179856,0.8169014084507042,0.8541666666666666,0.8920863309352518,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.8686131386861314,0.0,0.0,0.8633093525179856,0.8169014084507042,0.8541666666666666,0.9424460431654677,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.8571428571428571,0.8633093525179856,0.795774647887324,0.8541666666666666,0.9424460431654677,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.8571428571428571,0.8633093525179856,0.8309859154929577,0.8819444444444444,0.9928057553956835,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.8571428571428571,0.8633093525179856,0.795774647887324,0.875,0.9856115107913669,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.8571428571428571,0.8848920863309353,0.8380281690140845,0.8472222222222222,0.920863309352518,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.8686131386861314,0.0,0.8571428571428571,0.8920863309352518,0.0,0.8402777777777778,0.8705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.8686131386861314,0.0,0.8571428571428571,0.8345323741007195,0.0,0.8263888888888888,0.8705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.8686131386861314,0.0,0.0,0.8345323741007195,0.0,0.8541666666666666,0.8776978417266187,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.8686131386861314,0.0,0.0,0.8345323741007195,0.0,0.8541666666666666,0.8705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.8905109489051095,0.0,0.0,0.8633093525179856,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.8057553956834532,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.0,0.7986111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.8705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1
