dis_1,dis_2,dis_3,dis_4,dis_5,dis_6,dis_7,dis_8,dis_9,dis_10,dis_11,dis_12,dis_13,row,col,distance
21.633307652783934,40.80441152620633,48.83646178829912,60.74537019394976,33.941125496954285,43.26661530556787,56.36488268416781,28.30194339616981,6.0,24.0,36.0,51.0,63.0,1,14,28.460498941515414
25.80697580112788,45.0,53.075418038862395,64.89992295835181,38.18376618407356,47.43416490252569,60.37383539249433,32.449961479175904,9.486832980505138,27.166155414412252,39.1152144312159,54.08326913195984,66.06814663663572,0,15,30.594117081556707
24.186773244895647,43.26661530556787,50.91168824543142,62.42595614005444,36.124783736376884,45.0,57.706152185014034,30.0,6.708203932499369,24.186773244895647,36.124783736376884,51.08815909777921,63.071388124885914,1,15,27.65863337187866
30.886890422961002,49.92995093127972,57.3149195236284,68.41052550594827,42.638011210655684,51.08815909777921,63.28506932918697,36.124783736376884,12.727922061357855,28.460498941515414,40.024992192379,54.74486277268397,66.61080993352356,0,17,30.0
29.546573405388312,48.373546489791295,55.31726674375732,66.06814663663572,40.80441152620633,48.83646178829912,60.74537019394976,33.941125496954285,10.816653826391967,25.63201123595259,37.107950630558946,51.7880295048962,63.63961030678928,1,17,27.0
33.54101966249685,52.478567053607705,59.54829972383762,70.29224708315988,45.0,53.075418038862395,64.89992295835181,38.18376618407356,15.0,29.546573405388312,40.80441152620633,55.31726674375732,67.0820393249937,0,18,30.14962686336267
32.31098884280702,51.0,57.62811813689564,68.01470429252781,43.26661530556787,50.91168824543142,62.42595614005444,36.124783736376884,13.416407864998739,26.832815729997478,37.94733192202055,52.39274758971894,64.13267497929584,1,18,27.166155414412252
36.24913792078372,55.072679252057455,61.846584384264915,72.24956747275377,47.43416490252569,55.154328932550705,66.61080993352356,40.36087214122113,17.492855684535904,30.886890422961002,41.78516483155236,56.04462507680822,67.68308503607086,0,19,30.594117081556707
37.94733192202055,56.36488268416781,62.42595614005444,72.12489168102785,48.373546489791295,55.31726674375732,66.06814663663572,40.80441152620633,18.973665961010276,30.0,40.24922359499622,54.08326913195984,65.52098900352466,1,20,28.460498941515414
39.0,57.706152185014034,64.20280367709809,74.27651041883968,49.92995093127972,57.3149195236284,68.41052550594827,42.638011210655684,20.12461179749811,32.449961479175904,42.95346318982906,56.92099788303083,68.41052550594827,0,20,31.32091952673165
9.486832980505138,27.65863337187866,37.589892258425,51.26402247190518,22.847319317591726,34.205262752974136,48.83646178829912,21.0,15.297058540778353,25.80697580112788,36.24913792078372,50.28916384272063,61.846584384264915,2,9,33.941125496954285
